Factura,RECOMENDACION,Transporte,DIRECCION,COSTO,Nombre_Cliente,Nombre_Extran,Quantity,DESTINO,FECHA DE ENVIO,ESTATUS,FECHA ACTUAL,SERVICIO,FECHA DE PROGRAMACION
241973,TRES GUERRAS,Cobro Regreso,"BLVD. JURICA LA CAMPANA 914, RESIDENCIAL CALETTO, 76230, QUERETARO, QUE",400.0,GRAN CASA BUSINESS HOTEL,"HAMPTON QUERETARO, JURIQUILLA (QROJQ)",2,"QUERETARO, QUE.",05/08/2026 16:09,,,,05/08/2026
241975,TRES GUERRAS CEDIS JYP,Cobro Regreso,"PUERTO DE ABRIGO  PROLONGACION AEROPUERTO EXT:SM 003  INT:M 113, ELECTRICISTAS, 77400, ISLA MUJERES, QR",266.6666667,OPERADORA TURISTICA MARENA,WORLDMARK BY WYNDHAM ISLA MUJERES,4,"ISLA MUJERES, QR.",05/08/2026 16:09,,,,05/08/2026
241976,TRES GUERRAS,Cobro Regreso,"BLVD VENUSTIANO CARRANZA 8800, VALLE HERMOSO, 25208, SALTILLO, COA",133.34,SERVICIOS TURISTICOS DE SALTILLO,VOCO SALTILLO (SLWVC,1,"SALTILLO, COA.",05/08/2026 16:09,,,,05/08/2026
241977,TRES GUERRAS,Cobro Regreso,"BLVD.AVILA CAMACHO#1263 ESQ.ITURBIDE, RICARDO FLORES, 91936, VERACRUZ, VER",445.0,HOTELES PUERTO BELLO,HOWARD JOHNSON VERACRUZ BY WYNDHAM,9,"VERACRUZ, VER.",,,,,05/08/2026
241985,TRES GUERRAS,Cobro Regreso,"CALZADA GUADALUPE #236, VALLEJO, 07870, CIUDAD DE MEXICO, CMX",102.6333333,OPERADORA DE HOTELES CELV,CITY EXPRESS LA VILLA (CEVIL),2,"CIUDAD DE MEXICO, CMX.",05/08/2026 16:09,,,,05/08/2026
241988,TRES GUERRAS,Cobro Regreso,"PASEO DE LAS ARTES 800, TECNOLOGICO, 26080, PIEDRAS NEGRAS, COA",89.0,ADMINISTRADORA INOVA RBC,"HAMPTON PIEDRAS NEGRAS, MEXICO (PDSHX)",2,"PIEDRAS NEGRAS, COA.",05/08/2026 16:09,,,,05/08/2026
241989,ONE,Cobro Regreso,"RETORNO FUNDIDORA 100, OBRERA, 64010, MONTERREY, NL",51.36571429,OPERADORA DE HOTELES FUNDIDORA,HOLIDAY INN PARQUE FUNDIDORA (MILENIUM) (MTYCC),2,"MONTERREY, NL.",05/08/2026 16:09,,,,05/08/2026
241992,TRES GUERRAS,Cobro Regreso,"CRISTOBAL COLON 58 OTE, CENTRO, 80000, CULIACAN, SIN",52.35666667,HOSPITALIDAD LATINA,WYNDHAM EXECUTIVO CULIACAN,5,"CULIACAN, SIN.",05/08/2026 16:09,,,,05/08/2026
241994,TRES GUERRAS,Cobro Regreso,"AV PLAZA HIDALGO 304 Y 306, PUERTO INTERIOR, 36275, SILAO DE LA VICTORIA, GTO",60.0,ALKOER,STAYBRIDGE SUITES SILAO (BJXPI),3,"SILAO DE LA VICTORIA, GTO.",05/08/2026 16:09,,,,05/08/2026
241995,TRES GUERRAS,Cobro Regreso,"BLVD. GARCIA MORALES 567, EL LLANO, 83210, HERMOSILLO, SON",135.86,OPERADORA DIQUI,HOLIDAY INN & SUITES HERMOSILLO AEROPUERTO (HMOAA),3,"HERMOSILLO, SON.",05/08/2026 16:09,,,,05/08/2026
241996,ONE,Cobro Regreso,"BLVD.AEROPUERTO 171, PARQUE INDUSTRIAL NEXXUS, 66600, MONTERREY, NL",51.36571429,FIDEICOMISO IRREVOCABLE DB/1616,CROWNE PLAZA MONTERREY AEROPUERTO(MTYCP),7,"MONTERREY, NL.",05/08/2026 16:09,,,,05/08/2026
241997,TRES GUERRAS,Cobro Regreso,"CARRETERA TRANSISTMICA KM 293.9, GRANADILLO, 70613, SALINA CRUZ, OAX",89.0,PROMOTORA TURISTICA DE OAXACA,CITY EXPRESS SALINA CRUZ (CESCX),2,"SALINA CRUZ, OAX.",05/08/2026 16:09,,,,05/08/2026
241998,TRES GUERRAS,Cobro Regreso,"BLVD. MANUEL AVILA CAMACHO #2374, COSTA DE ORO 2DA. SECCION, 94299, BOCA DEL RIO, VER",2306.95,IMPULSORA PLAZA CELAYA,CITY EXPRESS VERACRUZ (CEVER),2,"BOCA DEL RIO, VER.",05/08/2026 16:09,,,,05/08/2026
241999,TRES GUERRAS,Cobro Regreso,"AV ISLA DE TRIS LOTE 8 Y 9, PALMIRA, 24195, DEL CARMEN, CAM",62.69583333,ESTANCIAS EXTENDIDAS,EXTENDED SUITES CIUDAD DEL CARMEN AEROPUERTO,5,"DEL CARMEN, CAM.",05/08/2026 16:09,,,,05/08/2026
242000,TRES GUERRAS,Cobro Regreso,"RAMON RIVERA LARA #8651, PARTIDO SENECU, 32545, CIUDAD JUAREZ, CHI",135.86,ESTANCIAS EXTENDIDAS,EXTENDED SUITES CIUDAD JUAREZ CONSULADO,4,"CIUDAD JUAREZ, CHI.",05/08/2026 16:09,,,,05/08/2026
242001,TRES GUERRAS,Cobro Regreso,"MARIA MONTESSORI LT 1 Y 2 #4102, FRACCIONAMIENTO LAS MISIONES, 31115, CHIHUAHUA, CHI",631.28,ESTANCIAS EXTENDIDAS,EXTENDED SUITES CHIHUAHUA LA JUVENTUD,5,"CHIHUAHUA, CHI.",05/08/2026 16:09,,,,05/08/2026
242002,TRES GUERRAS,Cobro Regreso,"AVENIDA LUIS VEGA Y MONROY 410, COLINAS DEL CIMATARIO, 76090, QUERETARO, QUE",400.0,HOSPITALIDAD QUERETANA,"DOUBLETREE QUERETARO, MEXICO (QRODT)",1,"QUERETARO, QUE.",05/08/2026 16:09,,,,05/08/2026
242006,TRES GUERRAS,Cobro Regreso,"JAVIER ANAYA VILLAZON #104, SANTA ROSA, 96538, COATZACOALCOS, VER",65.0,ESTANCIAS EXTENDIDAS,HOTEL EXTENDED SUITES COATZACOALCOS FORUM,5,"COATZACOALCOS, VER.",05/08/2026 16:09,,,,05/08/2026
242008,TRES GUERRAS,Cobro Regreso,"20-A #284 INT X 5-B Y17, REVOLUCION MEXICO, 97204, MERIDA, YUC",445.0,ESTANCIAS EXTENDIDAS,EXTENDED SUITES MERIDA,3,"MERIDA, YUC.",05/08/2026 16:09,,,,05/08/2026
242010,TRES GUERRAS,Cobro Regreso,"CALZADA MANUEL GOMEZ MORIN #886, RIVERA DEL GONZALEZ ORTEGA, 21240, MEXICALI, BC",3892.58,ESTANCIAS EXTENDIDAS,HOTEL EXTENDED SUITES MEXICALI CATAVIÑA,2,"MEXICALI, BC.",05/08/2026 16:09,,,,05/08/2026
242011,ONE,Cobro Regreso,"AV. AYUNTAMIENTO #102, OBRAJE, 20230, AGUASCALIENTES, AGS",50.42,OPERADORA DE HOTELES DE AGUASCALIENTES,CITY JUNIOR AGUASCALIENTES CENTRO (CJAGU),2,"AGUASCALIENTES, AGS.",05/08/2026 16:09,,,,05/08/2026
242012,TRES GUERRAS,Cobro Regreso,"CALLE MIGUEL ALEMAN 737, ZONA NORTE, 85040, CIUDAD OBREGON, SON",52.69,HOTELERIA SUSTENTABLE DEL PACIFICO,HOLIDAY INN EXPRESS & SUITES CIUDAD OBREGON (CENAR),2,"CIUDAD OBREGON, SON.",05/08/2026 16:09,,,,05/08/2026
242013,TRES GUERRAS,Cobro Regreso,"BLVD. DE LAS FEDERACIONES KM 1260 No. 4023, BARRIO DE ACHICHIMÁ ACAPETAHUA, 30039, COMITÁN DE DOMÍNGUEZ, CHS",89.0,OPERASUR,CITY EXPRESS COMITAN (CECJT),2,"COMITÁN DE DOMÍNGUEZ, CHS.",05/08/2026 16:09,,,,05/08/2026
242014,TRES GUERRAS,Cobro Regreso,"ANDADOR PLAZA LOMAS 52, LOMAS DEL TECNOLOGICO, 78215, SAN LUIS POTOSI, SLP",60.0,IMPULSORA PLAZA LA ESTANCIA,CITY EXPRESS PLUS SAN LUIS POTOSI (CPSLP),2,"SAN LUIS POTOSI, SLP.",05/08/2026 16:09,,,,05/08/2026
242015,TRES GUERRAS,Cobro Regreso,"YAMAN NUMERO 113, VILLA PUERTO CEIBA, 86610, PARAISO, TAB",89.0,YAMAN,"HAMPTON PARAISO, TABASCO, MEXICO (AGUPT)",3,"PARAISO, TAB.",05/08/2026 16:09,,,,05/08/2026
242018,TRES GUERRAS,Cobro Destino,"BLVD. DE LAS NACIONES KM 15.05, COL. PLAN DE LOS AMATES, 39897, ACAPULCO DE JUAREZ, GRO",52.0,INMOBILIARIA IDEEO ONE EXPRESS,INMOBILIARIA IDEEO ONE EXPRESS,4,"ACAPULCO DE JUAREZ, GRO.",05/08/2026 16:09,,,,05/08/2026
242019,TRES GUERRAS,Cobro Destino,"CANAL DE STA. CLARA No. 1,, BARRIO DE LA COCEPCION, 76800, SAN JUAN DEL RIO, QUE",60.0,OPERADORA AVILA,HOTEL CASTELO,6,"SAN JUAN DEL RIO, QUE.",,,,,05/08/2026
242021,TRES GUERRAS,Cobro Regreso,"KM 0.5 CAMINO VIEJO A SAN JOSE DEL CABO, EL MEDANO, 23450, CABO SAN LUCAS, BCS",987.15,OPERADORA PALMAR CABO,VILLAS DEL PALMAR LOS CABOS,6,"CABO SAN LUCAS, BCS.",05/08/2026 16:09,,,,05/08/2026
242022,TRES GUERRAS,Cobro Regreso,"AV.COSTERA MIGUEL ALEMAN 121, FRACC. MAGALLANES, 39670, ACAPULCO DE JUAREZ, GRO",52.0,SERVICIOS EXTERNOS PARA HOTELES,EMPORIO ACAPULCO,20,"ACAPULCO DE JUAREZ, GRO.",05/08/2026 16:09,,,,05/08/2026
242023,TRES GUERRAS,Cobro Destino,"TLAQUEPAQUE No. 1 ANTES 210, LAS PALMAS, 62050, CUERNAVACA, MOR",0.0,TURISMO POSADA LAS FLORES,HOTEL QUINTA LAS FLORES,2,"CUERNAVACA, MOR.",,,,,05/08/2026
242024,ONE,One Paqueteria C.Regreso,"OCAMPO 443, CENTRO, 64000, MONTERREY, NL",51.36571429,COMPAÑIA EXPLOTADORA DE INMUEBLES MONTERREY,GAMMA MONTERREY ANCIRA (GMTAN),4,"MONTERREY, NL.",05/08/2026 16:09,,,,05/08/2026
242025,TRES GUERRAS,Cobro Regreso,"AV VILLAS DE IRAPUATO #621, 1 DE MAYO, 36644, IRAPUATO, GTO",400.0,HOTELES CASA INN,CASA INN BUSINESS HOTEL IRAPUATO,2,"IRAPUATO, GTO.",05/08/2026 16:09,,,,05/08/2026
242026,TRES GUERRAS,Cobro Regreso,"CALLE 20 A POR 3 C Y 5 A NUMERO 288, XCUMPICH, 97204, MERIDA, YUC",445.0,INMOBILIARIA PENINSULAR DG,"HAMPTON MERIDA, YUCATAN, MEXICO (MIDHX)",2,"MERIDA, YUC.",,,,,05/08/2026
242031,TRES GUERRAS,Cobro Regreso,"PASEO USUMANCITA Num.1708, CARRIZAL, 86038, VILLAHERMOSA CENTRO, TAB",89.0,ALTA HOTELERIA,CROWNE PLAZA VILLAHERMOSA (VSAMX),2,"VILLAHERMOSA CENTRO, TAB.",05/08/2026 16:09,,,,05/08/2026
242032,TRES GUERRAS,Cobro Regreso,"BOULEVARD J.MANUEL CLOUTHIER 245, JARDINES DEL CAMPESTRE, 37128, LEON, GTO",60.0,OPERCROWN,CROWNE PLAZA LEON A0155975 (BJXCP),2,"LEON, GTO.",05/08/2026 16:09,,,,05/08/2026
242033,TRES GUERRAS,Cobro Regreso,"AV PROLONGACION IGNACIO ZARAGOZA 99 INTERIOR 1, JARDINES DE LA HACIENDA, 76180, QUERETARO, QUE",400.0,HOSPITALIDAD CORREGIDORA DE QUERETARO,"HILTON GARDEN INN QUERETARO, MEXICO (QROPI)",2,"QUERETARO, QUE.",05/08/2026 16:09,,,,05/08/2026
242034,TRES GUERRAS,Cobro Destino,"CALLE ESQUINA 12 EXT 10 S/N, COSTA VERDE, 94294, BOCA DEL RIO, VER",2306.95,HOTELESEUROMEXICOBOCA,HOTEL PARIS FC VERACRUZ,4,"BOCA DEL RIO, VER.",,,,,05/08/2026
242036,SANCHEZ,Cobro Regreso,"Carr. a Barra de Navidad Km. 11.5, S/N, ZONA HOTELERA SUR, 48294, PUERTO VALLARTA, JAL",94.814,BCO MISMALOYA,BARCELO PUERTO VALLARTA,40,"PUERTO VALLARTA, JAL.",,,,,05/08/2026
242037,TRES GUERRAS,One Paqueteria C.Destino,"AV. EJERCITO MEXICANO 216  ESQ. EMILIANO ZAPATA, PRIMERO DE MAYO NORTE, 94297, BOCA DEL RIO, VER",2306.95,ALEJANDRA MARISCAL RUEDA,HOTEL IBIZA VERACRUZ,5,"BOCA DEL RIO, VER.",05/08/2026 16:09,,,,05/08/2026
242038,TRES GUERRAS,Cobro Regreso,"TENIENTE AZUETA 3, BUROCRATAS, 28259, MANZANILLO, COL",60.0,HOTELES DEL CAMINO DE COLIMA,HOTEL ZAR MANZANILLO,25,"MANZANILLO, COL.",,,,,05/08/2026
242044,TRES GUERRAS,Cobro Regreso,"PLAZA DE LA PAZ No. 102, PUERTO INTERIOR, 36275, SILAO, GTO",200.0,INVERSIONES HOTELERAS LEON-BAJIO,FAIRFIELD INN AND SUITES SILAO,1,"SILAO, GTO.",05/08/2026 16:09,,,,05/08/2026
242047,TRES GUERRAS,Cobro Destino,"PADRE HIDALGO 1490, SANTA ANA PACUECO, 36910, PENJAMO, GTO",60.0,MOTEL DEL CAMPO,MOTEL DEL CAMPO,1,"PENJAMO, GTO.",05/08/2026 16:09,,,,05/08/2026
242049,TRES GUERRAS,Cobro Regreso,"Lerdo #23 poniente, CENTRO, 63000, TEPIC, NAY",54.69,JORGE HUMBERTO SANCHEZ IBARRA,HOTEL FRAYJUNIPERO,30,"TEPIC, NAY.",05/08/2026 16:09,,,,05/08/2026
242050,TRES GUERRAS,Cobro Destino,"PRIVADA DEL GALLO 1525, LA AURORA, 44460, GUADALAJARA, JAL",0.0,VENTAS DE MOSTRADOR,VENTAS DE MOSTRADOR,1,"GUADALAJARA, JAL.",05/08/2026 16:09,,,,05/08/2026
242051,TRES GUERRAS,Cobro Regreso,"AV. REFORMA S/N, LAGOS, 88290, NVO. LAREDO, TAM",52.0,ALLIANCE HOTEL MANAGEMENT,REAL INN NUEVO LAREDO,2,"NVO. LAREDO, TAM.",05/08/2026 16:09,,,,05/08/2026
242052,TRES GUERRAS,Cobro Destino,"AV. HIDALGO #109 SUR, CENTRO, 99000, FRESNILLO, ZAC",60.0,TURIFRESNO,HOTEL DEL FRESNO,2,"FRESNILLO, ZAC.",,,,,05/08/2026
242054,TRES GUERRAS,Cobro Regreso,"AV. EJE NOR-ORIENTE LUIS DONALDO COLOSIO No. 203, SANTA LUCIA, 38080, CELAYA, GTO",100.0,HOTELES Y DESARROLLOS BCG,CITY EXPRESS CELAYA GALERIAS (CECEG),2,"CELAYA, GTO.",05/08/2026 16:09,,,,05/08/2026
242056,TRES GUERRAS,Cobro Regreso,"BLVD PASEO SOLIDARIDAD #15595, EJIDO LO DE JUAREZ, 36630, IRAPUATO, GTO",400.0,IMPULSORA HOTELERA DE IRAPUATO,CITY EXPRESS IRAPUATO NORTE (CEIRN),2,"IRAPUATO, GTO.",,,,,05/08/2026
241835,SANCHEZ,Sanchez Barcelata C.Regreso,"DIEGO RIVERA 120, ZONA HOTELERA LAS GLORIAS, 48333, PUERTO VALLARTA, JAL",94.814,INMOBILIARIA ZIG,HOTEL PLAZA PELICANOS,10,"PUERTO VALLARTA, JAL.",05/08/2026 17:01,,,,05/08/2026
241836,TRES GUERRAS,Cobro Destino,"AV. JOSE MARIA GONZALEZ #552, ZAPOTLATENA Y FRACC CONDE PERIFERIA, 49000, CD GUZMAN, JAL",60.0,UTTSA INN,WYNDHAM CD GUZMAN,2,"CD GUZMAN, JAL.",05/08/2026 17:01,,,,05/08/2026
241837,TRES GUERRAS,Cobro Regreso,"BLVD DE LOS GANADEROS 1274, PERISUR, 83294, HERMOSILLO, SON",135.86,CH HERMOSILLO,COUTYARD MARRIOT HERMOSILLO A0095790,2,"HERMOSILLO, SON.",05/08/2026 17:01,,,,05/08/2026
242061,TRES GUERRAS,Cobro Destino,"CALLE RIO SINALOA 1, GUADALUPE, 80220, CULIACAN, SIN",52.35666667,SERVICIOS TURCASA,HOTEL SAN LUIS,6,"CULIACAN, SIN.",2026-08-06 16:58,,,,07/08/2026
242063,TIBSA C.Destino,TIBSA C.Destino,"AV.ZARAGOZA NO.267-B, CENTRO, 73080, XICOTEPEC DE JUAREZ, PUE",53.1,HOTELES MI RANCHITO,HOTEL MI RANCHITO,5,"XICOTEPEC DE JUAREZ, PUE.",,,,,07/08/2026
242064,TRES GUERRAS,Cobro Regreso,"ANTONIO DOVALI JAIME 70, SANTA FE, 01219, ALVARO OBREGON, CMX",77.075,OPERADORA DE HOTELES SAMARA,"HILTON MEXICO CITY SANTA FE, MEXICO (MEXSA)",3,"ALVARO OBREGON, CMX.",,,,,07/08/2026
242065,TRES GUERRAS,Cobro Destino,"AV FRANCISCO I MADERO PONIENTE #313, CENTRO, 58000, MORELIA, MCH",60.0,TURISTICA LATINA,HOTEL ALAMEDA CENTRO HISTORICO,12,"MORELIA, MCH.",,,,,07/08/2026
242066,TRES GUERRAS,Cobro Regreso,"CARRET.MIGUEL ALEMAN 238 ESQ.CON OLIMPIA, NUEVA LINDA VISTA, 67110, GUADALUPE, NL",60.0,DESARROLLOS INMOBILIARIOS MALSA,QUALITY INN MONTERREY LA FE (143216),2000,"GUADALUPE, NL.",,,,,07/08/2026
242068,TRES GUERRAS,Tres Guerras C.Destino,"LIBRAMIENTO M.PEREZ TREVIÑO No.2300, TECNOLOGICO, 26080, PIEDRAS NEGRAS, COA",89.0,SALINAS OPERADORA,HOTEL COUNTRY HILL,4,"PIEDRAS NEGRAS, COA.",,,,,07/08/2026
242069,TRES GUERRAS,Cobro Regreso,"BOULEVARD ATLIXCAYOTL 2528, RESERVA TERRITORIAL ATLIXCAYOTL, 72830, SAN ANDRES, PUE",60.0,OPERADORA TURISTICA SEBASTOPOL,"HILTON GARDEN INN PUEBLA ANGELÓPOLIS, MEXICO (PBCGI)",6,"SAN ANDRES, PUE.",2026-08-06 16:58,,,,07/08/2026
242071,TRES GUERRAS,Cobro Regreso,"LOTE 12, MANZANA 25 DEL PREDIO DENOMINADO, ENSENADA BLANCA, 23895, LORETO, BCS",113.86,OPERADORA BAHIA DE LORETO,VILLAS DEL PALMAR LORETO,2000,"LORETO, BCS.",,,,,07/08/2026
242072,TRES GUERRAS,Cobro Regreso,"BOULEVARD ATLIXCAYOTL 2528, RESERVA TERRITORIAL ATLIXCAYOTL, 72830, SAN ANDRES, PUE",60.0,OPERADORA TURISTICA SEBASTOPOL,"HILTON GARDEN INN PUEBLA ANGELÓPOLIS, MEXICO (PBCGI)",1,"SAN ANDRES, PUE.",2026-08-06 16:58,,,,07/08/2026
242073,TRES GUERRAS,Cobro Regreso,"CALZADA NIÑOS HEROES DE CHAPULTEPEC  #300, CENTRO, 68000, OAXACA DE JUAREZ, OAX",89.0,PROMOTORA TURISTICA DE OAXACA,CITY EXPRESS OAXACA (CEOAX),3,"OAXACA DE JUAREZ, OAX.",,,,,07/08/2026
242074,TRES GUERRAS,Cobro Regreso,"AV. UNIVERSIDAD 375, CENTRO, 78000, SAN LUIS POTOSI, SLP",60.0,INVERSIONES POTOSINAS,HOTEL PANORAMA,3,"SAN LUIS POTOSI, SLP.",,,,,07/08/2026
242075,TRES GUERRAS,Cobro Destino,"GUADALUPE VICTORIA 26, MORELIA CENTRO, 58000, MORELIA, MCH",60.0,ADMINISTRADORA TURISTICA MS,HOTEL RYMMA,4,"MORELIA, MCH.",,,,,07/08/2026
242078,TRES GUERRAS,Cobro Destino,"AV VICENTE GUERRERO 18, CENTRO, 59600, ZAMORA, MCH",133.34,INMOBILIARIA FALME,EL HOTEL BUSINESS CLASS,2,"ZAMORA, MCH.",,,,,07/08/2026
242079,TRES GUERRAS,Tres Guerras Ocurre Oficina,"BOULEVARD ADOLFO RUIZ CORTINES 1328, CAZONES, 93230, POZA RICA DE HIDALGO, VER",89.0,HOTELES EURO MEXICO POZA RICA,HOTEL PARIS FC,4,"POZA RICA DE HIDALGO, VER.",,,,,07/08/2026
242082,TRES GUERRAS,Cobro Destino,"AV.ALVARO OBREGON 1710, CENTRO, 23000, LA PAZ, BCS",113.86,NAYTA,SEVEN CROWN MALECON,3,"LA PAZ, BCS.",,,,,07/08/2026
242084,ONE,Cobro Destino,"AV INDEPENDENCIA 1860, JARDINES DE LA CONCEPCION, 20120, AGUASCALIENTES, AGS",50.42,SERGIO QUEZADA LEOS,HOTEL VIVE PLACE,2,"AGUASCALIENTES, AGS.",,,,,07/08/2026
242086,TRES GUERRAS,Cobro Destino,"GABRIEL LEYVA 405 NORTE, CENTRO, 81200, LOS MOCHIS, SIN",52.0,RB OPERADORA TURISTICA,WYNDHAM LOS MOCHIS,1,"LOS MOCHIS, SIN.",,,,,07/08/2026
242087,TRES GUERRAS,Cobro Regreso,"CALLE GALEANA 42, ACAPANTZINGO, 62440, CUERNAVACA, MOR",400.0,OPERADORA HANNAHMAY,HOLIDAY INN CUERNAVACA (CVJMX),2,"CUERNAVACA, MOR.",,,,,07/08/2026
242088,TRES GUERRAS,Cobro Regreso,"PERIFERICO CARLOS PELLICER CAMARA 4000, LA CHOCA, 86037, VILLAHERMOSA, TAB",89.0,SERVICIOS TURISTICOS Y HOTELEROS VILLAHERMOSA,HOLIDAY INN EXPRESS VILLAHERMOSA TABASCO 2000 (VSASA),4,"VILLAHERMOSA, TAB.",,,,,07/08/2026
242090,ONE,Cobro Regreso,"JOSE MARIA CHAVEZ  #101, CENTRO, 20000, AGUASCALIENTES, AGS",50.42,OPERADORA RIO GRANDE,QUALITY INN AGUASCALIENTES (143211),1,"AGUASCALIENTES, AGS.",,,,,07/08/2026
242091,SANCHEZ,Cobro Regreso,"CARRETERA BARRA DE NAVIDAD KM 4.5, ZONA HOTELERA SUR, 38390, PUERTO VALLARTA, JAL",94.814,PAKEAH,"HILTON VALLARTA RIVIERA ALL-INCLUSIVE RESORT,PUERTO VALLARTA,MEXICO (PVRPA)",5,"PUERTO VALLARTA, JAL.",,,,,07/08/2026
242092,TRES GUERRAS,Cobro Regreso,"CALZADA ADOLFO  LOPEZ MATEOS 3616 H, SAN LORENZO TEOTIPILCO, 75855, TEHUACAN, PUE",89.0,IMPULSORA BHAMDOUN,CITY EXPRESS TEHUACAN (CETCN),5,"TEHUACAN, PUE.",,,,,07/08/2026
242093,TRES GUERRAS,Cobro Regreso,"AV PASEO DEL PALMAR 6101, MARINA MAZATLAN, 82103, MAZATLAN, SIN",51.37931034,HOTELERIA MZT,CITY EXPRESS PLUS MAZATLAN (CPMZT),3,"MAZATLAN, SIN.",,,,,07/08/2026
242096,TRES GUERRAS,Cobro Regreso,"AV CONSTITUYENTES  2, CENTRO, 77710, PLAYA DEL CARMEN, QR",84.0,INMOBILIARIA Y PROYECTOS TRPLAYA,HYATT VIVID PLAYA DEL CARMEN,40,"PLAYA DEL CARMEN, QR.",,,,,07/08/2026
242097,3G CEDIS JYPESA,Cobro Regreso,"CARRETERA FEDERAL CHETUMAL, PUERTO  JUAREZ KM 298, SOLIDARIDAD, 77710, PLAYA DEL CARMEN, QR",84.0,HOTEL HOYO UNO,ALILA MAYAKOBA,1,"PLAYA DEL CARMEN, QR.",,,,,07/08/2026
242098,3G CEDIS JYPESA,Cobro Regreso,"CARRETERA FEDERAL CHETUMAL, PUERTO  JUAREZ KM 298, SOLIDARIDAD, 77710, PLAYA DEL CARMEN, QR",84.0,HOTEL HOYO UNO,ALILA MAYAKOBA,8,"PLAYA DEL CARMEN, QR.",,,,,07/08/2026
242099,TRES GUERRAS,One Paqueteria C.Regreso,"AV REVOLUCION #333, TACUBAYA, 11870, CDMX, CMX",60.0,HOTEL FLAMINGOS PLAZA,COURTYARD MEXICO CITY REVOLUCION,10,"CDMX, CMX.",,,,,07/08/2026
242100,TRES GUERRAS,Cobro Regreso,"BLVD.AEROPUERTO 400, PARQUE INDUSTRIAL MILEMIUM, 66600, APODACA, NL",60.0,FIDEICOMISO IRREVOCABLE DB/1616,HOLIDAY INN EXPRESS & SUITES MONTERREY AEROPUERTO(MTYZO),4,"APODACA, NL.",06/08/2026 17:01,,,,07/08/2026
242101,TRES GUERRAS,Cobro Regreso,"BLVD. LA MARINA 2207 INT A, MARINA, 82103, MAZATLAN, SIN",51.37931034,NUS ADMINISTRADORA DE INMUEBLES,WYNDHAM GARDEN MAZATLAN (MZTWM),2,"MAZATLAN, SIN.",06/08/2026 17:01,,,,07/08/2026
242104,SANCHEZ,Cobro Regreso,"CARRETERA FEDERAL LIBRE 200 TEPIC-PUERTO VALLARTA, EL MONTEON, 63724, COMPOSTELA, NAY",36.66375,MAJAHUA RESORTS,ONE & ONLY MANDARINA,9,"COMPOSTELA, NAY.",,,,,07/08/2026
242105,SANCHEZ,Cobro Regreso,"CARRETERA FEDERAL LIBRE 200 TEPIC-PUERTO VALLARTA, EL MONTEON, 63724, COMPOSTELA, NAY",36.66375,MAJAHUA RESORTS,ONE & ONLY MANDARINA,1,"COMPOSTELA, NAY.",,,,,07/08/2026
242106,TRES GUERRAS,Cobro Destino,"CARRETERA 180 KM 147, , 95870, CATEMACO, VER",89.0,HOTEL LA FINCA,HOTEL LA FINCA,10,"CATEMACO, VER.",,,,,07/08/2026
242156,TRES GUERRAS,Cobro Regreso,"AV. PLAYA GAVIOTAS#100, FRACC. ZONA DORADA, 82110, MAZATLAN, SIN",51.37931034,FOMENTO TURISTICO DE MAZATLAN,GAVIANNA MAZATLAN,30,"MAZATLAN, SIN.",06/08/2026 17:01,,,,07/08/2026
242152,TINY PACK,Cobro Regreso,"DE LOS ENEBROS No.449, LOS MANGOS II, 82128, MAZATLAN, SIN",51.37931034,MARCO ANTONIO GUERRERO NORIS,MG COMERCIALIZADORA,40,"MAZATLAN, SIN.",06/08/2026 17:01,,,,07/08/2026
242108,ONE,Cobro Regreso,"JOSE MARIA CHAVEZ  #101, CENTRO, 20000, AGUASCALIENTES, AGS",50.42,OPERADORA RIO GRANDE,QUALITY INN AGUASCALIENTES (143211),2,"AGUASCALIENTES, AGS.",,,,,07/08/2026
242109,MAS APRISA,Fletera Sugerida x Comentarios C.Destino,"AV. CORREGIDORA #1180, NUEVA, 60673, APATZINGAN, MCH",0.0,ROBERTO GARCIA MEDINA,HOTEL POSADA DEL SOL,6,"APATZINGAN, MCH.",,,,,07/08/2026
242110,TRES GUERRAS,Cobro Regreso,"AV BENITO JUAREZ 1270, VALLE DORADO, 78399, SAN LUIS POTOSI, SLP",60.0,TURISTICA ARIZONA,HOLIDAY INN EXPRESS SAN LUIS POTOSI A0201813 (SLPMV),1,"SAN LUIS POTOSI, SLP.",,,,,07/08/2026
242111,TRES GUERRAS,Cobro Regreso,"AV PASEO DE LA REFORMA No 334, JUAREZ, 06600, MEXICO, CMX",102.6333333,OPERADORA METROPOL,CITY PLUS REFORMA DEL ANGEL (CEANG),10,"MEXICO, CMX.",2026-08-07 15:42,,,,07/08/2026
242113,ONE,One Paqueteria C.Destino,"JUAN DE PALAFOX Y MENDOZA # 205, CENTRO, 72000, PUEBLA, PUE",153.75,HOTEL DEL PORTAL,HOTEL DEL PORTAL,13,"PUEBLA, PUE.",,,,,07/08/2026
242114,TRES GUERRAS,Cobro Regreso,"CARRETERA GASA DE INCORPORACION A CARRETERA QERETARO SAN LUIS POTOSI 681, JURICA, 76100, QUERETARO, QUE",400.0,HOSPITALIDAD DE JURIQUILLA,"HOMEWOOD SUITES QUERETARO, MEXICO (QROHW)",2,"QUERETARO, QUE.",2026-08-07 15:42,,,,07/08/2026
